text,video_url,author,likes,time
Media doing what they do best...fear mongering for views.  Worst part is the idiot said he didnt know how fast a Tsunami traveled. The threat was over a long time ago.,https://www.youtube.com/watch?v=UZecnRSnOdg,@GrinningSpinBin,0,
"I don’t understand this, this is like the biggest earthquake you can have and we don’t get and nothing happened? I’m pretty sure I’ve seen documentaries saying we would be so fkd. 9 is like nightmare max",https://www.youtube.com/watch?v=UZecnRSnOdg,@commercialartservicesartwo3133,0,
"To much hype. I saw online comments where people were scared, ridiculous. It’s purposeful fear mongering.",https://www.youtube.com/watch?v=UZecnRSnOdg,@curtisburrell8122,0,
"Has anyone noticed that they never give a date to these emergencies? So you can play this clip whenever you wish . . . Yesterday, Tomorrow, next Year",https://www.youtube.com/watch?v=UZecnRSnOdg,@JamesDavis-w7v,0,
Yay.,https://www.youtube.com/watch?v=UZecnRSnOdg,@LessSoyThanYou,0,
"A Tsunami is what they call a Tidal Wave coming from Japan. It's a Tidal Wave, that's what Japan calls it. It was no bigger than sitting on a board waiting for the 9th wave 🌊",https://www.youtube.com/watch?v=UZecnRSnOdg,@flynnstone3580,0,
Isn't there a large ledge of Lava on hawaii that could cause a tsunami if it breaks off?,https://www.youtube.com/watch?v=UZecnRSnOdg,@IronicallyVague,0,
🙏As predicted by the Bible... Earthquakes in different places. Friends I have a New video for you on The Four Horsemen of the Apocalypse. Go to Papa Joe Fortner or Shockwaves of the End Times. Thank you and God bless you 🙏,https://www.youtube.com/watch?v=UZecnRSnOdg,@papajoefortner1817,0,
When the mystic falls flood happened people were LIVID that there was no warning. But when we are warned people get upset that nothing happened and people say “slow news day”. This situation just proved that people are never happy no matter what. I have human fatigue,https://www.youtube.com/watch?v=UZecnRSnOdg,@kinkykatt,0,
Tsunami was caused by nuclear bomb.,https://www.youtube.com/watch?v=UZecnRSnOdg,@ReynaldoMarcano-m7w,0,
